,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
11881,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3775,125,,A5,372 BRADFORD STREET,,11207,1,0,1,"2,699","1,134",1990,1,A5,550000.00,1/6/2023,40.6697529,-73.8917221
11882,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3775,133,,A5,388 BRADFORD STREET,,11207,1,0,1,"1,799","1,134",1990,1,A5,570000.00,6/23/2022,40.669352,-73.8916182
11883,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3799,35,,A5,424 SNEDIKER AVENUE,,11207,1,0,1,"3,191","1,332",1997,1,A5,0.00,10/27/2022,40.6645865,-73.9000642
11884,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3799,35,,A5,424 SNEDIKER AVENUE,,11207,1,0,1,"3,191","1,332",1997,1,A5,0.00,12/14/2022,40.6645865,-73.9000642
11885,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3800,114,,A4,405 SNEDIKER AVENUE,,11207,1,0,1,"1,799","1,332",1997,1,A4,0.00,1/25/2023,40.6650363,-73.8996057
11886,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3800,121,,A4,391 SNEDIKER AVENUE,,11207,1,0,1,"2,199","1,332",1997,1,A4,0.00,8/8/2022,40.6653822,-73.8996917
11887,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3801,107,,A4,421 HINSDALE STREET,,11207,1,0,1,"1,799","1,332",1997,1,A4,530000.00,11/15/2022,40.6646428,-73.898525
11888,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3801,114,,A4,407 HINSDALE STREET,,11207,1,0,1,"1,800","1,332",1997,1,A4,660000.00,5/17/2022,40.6649832,-73.8986109
11889,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3801,136,,A4,436 WILLIAMS AVENUE,,11207,1,0,1,"1,800","1,332",1997,1,A4,0.00,3/1/2022,40.6650845,-73.898272
11890,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3804,102,,A4,469 GEORGIA AVENUE,,11207,1,0,1,"1,758","1,296",1999,1,A4,570000.00,10/18/2022,40.6649587,-73.8957562
11891,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3804,116,,A4,441 GEORGIA AVENUE,,11207,1,0,1,"1,758","1,296",1999,1,A4,0.00,10/21/2022,40.6656204,-73.8959246
11892,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3805,48,,S0,615 LIVONIA AVENUE,,11207,1,2,3,"1,275","2,296",1930,1,S0,680000.00,12/15/2022,40.6648588,-73.8944731
11893,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3818,102,,A4,495 HINSDALE STREET,,11207,1,0,1,"1,800","1,332",1998,1,A4,0.00,4/20/2022,40.6628034,-73.8980592
11895,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3822,105,,A5,549 SHEFFIELD AVENUE,,11207,1,0,1,"1,746","1,296",2000,1,A5,350000.00,4/12/2022,40.6634644,-73.8944393
11896,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3822,105,,A5,549 SHEFFIELD AVENUE,,11207,1,0,1,"1,746","1,296",2000,1,A5,640000.00,11/23/2022,40.6634644,-73.8944393
11897,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3852,138,,A5,229 NEW LOTS AVENUE,,11207,1,0,1,"1,759","1,332",2001,1,A5,0.00,1/25/2023,40.6601733,-73.8974216
11900,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3866,147,,A5,658 HINSDALE STREET,,11207,1,0,1,"1,801","1,332",2000,1,A5,580000.00,8/31/2022,40.658565,-73.8975755
11901,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3867,137,,A5,650 WILLIAMS AVENUE,,11207,1,0,1,"2,642","1,338",2002,1,A5,0.00,3/22/2022,40.6596623,-73.8968962
11902,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3867,138,,A5,652 WILLIAMS AVENUE,,11207,1,0,1,"1,801","1,338",2002,1,A5,0.00,4/19/2022,40.6596047,-73.8968855
11903,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3867,140,,A5,656 WILLIAMS AVENUE,,11207,1,0,1,"1,800","1,338",2002,1,A5,580000.00,1/18/2023,40.6595086,-73.8968604
11905,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,3981,8,,A9,311 BARBEY STREET,,11207,1,0,1,"2,500","1,040",1901,1,A9,689000.00,2/18/2022,40.6752772,-73.8878989
11906,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1B,3989,3,,V0,353 SHEPHERD AVENUE,,11208,0,0,0,"4,999",0,1910,1,A9,887175.00,10/19/2022,,
11909,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4009,46,,A5,340 VAN SICLEN AVENUE,,11207,1,0,1,"1,551","1,200",1901,1,A5,614250.00,8/29/2022,40.6715658,-73.890306
11910,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4011,239,,A5,354 SCHENCK AVENUE,,11207,1,0,1,"3,328","1,132",1991,1,A5,610000.00,3/18/2022,40.6720665,-73.888582
11911,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4017,140,,A5,430 ELTON STREET,,11208,1,0,1,"1,488","1,132",1991,1,A5,0.00,10/3/2022,40.6726185,-73.8833503
11912,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4017,141,,A5,432 ELTON STREET,,11208,1,0,1,"2,322","1,132",1991,1,A5,0.00,2/2/2022,40.6725526,-73.883336
11913,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4019,28,,A5,438 ESSEX STREET,,11208,1,0,1,"2,688","2,200",1920,1,A5,0.00,10/10/2022,40.6731466,-73.8817632
11915,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4022,117,,A5,191 BERRIMAN STREET,,11208,1,0,1,"1,800","1,132",1990,1,A5,535000.00,3/16/2022,40.6739402,-73.879505
11916,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4026,124,,A5,444 HENDRIX STREET,,11207,1,0,1,"1,800","1,132",1990,1,A5,0.00,3/11/2022,40.6708731,-73.889186
11917,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4026,126,,A5,448 HENDRIX STREET,,11207,1,0,1,"1,800","1,132",1990,1,A5,0.00,5/24/2022,40.6707715,-73.889161
11918,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4030,116,,A5,636 BELMONT AVENUE,,11207,1,0,1,"1,799","1,132",1990,1,A5,0.00,6/29/2022,40.6718305,-73.8858715
11920,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4038,108,,A5,261 BERRIMAN STREET,,11208,1,0,1,"1,800","1,132",1990,1,A5,1.00,5/6/2022,40.6723204,-73.8791114
11921,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4038,111,,A5,255 BERRIMAN STREET,,11208,1,0,1,"1,800","1,132",1990,1,A5,600000.00,3/14/2022,40.6724687,-73.8791472
11922,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4038,134,,A5,278 ATKINS AVENUE,,11208,1,0,1,"1,799","1,132",1990,1,A5,625000.00,9/16/2022,40.6721278,-73.87869
11923,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4045,131,,A5,456 JEROME STREET,,11207,1,0,1,"1,800","1,134",1990,1,A5,595000.00,4/28/2022,40.6702993,-73.8862454
11924,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4045,132,,A5,458 JEROME STREET,,11207,1,0,1,"1,800","1,134",1990,1,A5,10.00,4/6/2022,40.6702526,-73.8862347
11925,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4046,126,,A5,516 WARWICK STREET,,11207,1,0,1,"3,360","1,116",1989,1,A5,660000.00,5/18/2022,40.6706828,-73.8854661
11926,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4046,143,,A5,901 BLAKE AVENUE,,11207,1,0,1,"1,799","1,116",1989,1,A5,650000.00,7/20/2022,40.669475,-73.8853384
11927,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4046,143,,A5,901 BLAKE AVENUE,,11207,1,0,1,"1,800","1,116",1989,1,A5,431000.00,2/24/2022,40.669475,-73.8853384
11928,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4047,64,,A5,476 ASHFORD STREET,,11207,1,0,1,"1,620","1,116",1990,1,A5,0.00,6/6/2022,40.6704897,-73.8845148
11929,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4047,70,,A5,488 ASHFORD STREET,,11207,1,0,1,"1,838","1,116",1993,1,A5,0.00,11/4/2022,40.670196,-73.8844648
11930,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4047,77,,A5,502 ASHFORD STREET,,11207,1,0,1,"2,965","1,116",1993,1,A5,670000.00,5/27/2022,40.669839,-73.8843501
11931,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4047,111,,A5,535 WARWICK STREET,,11207,1,0,1,"1,620","1,116",1989,1,A5,590000.00,5/2/2022,40.6702924,-73.8847999
11932,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4048,121,,A5,465 ASHFORD STREET,,11207,1,0,1,"1,795","1,116",1991,1,A5,555500.00,11/10/2022,40.6706759,-73.884035
11933,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4048,145,,A5,594 CLEVELAND STREET,,11208,1,0,1,"2,605","1,134",1992,1,A5,0.00,1/18/2023,40.6699233,-73.883528
11936,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4050,102,,A5,523 ELTON STREET,,11208,1,0,1,"1,619","1,116",1990,1,A5,0.00,8/29/2022,40.6701827,-73.8822335
11937,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4050,143,,A5,985 BLAKE AVENUE,,11208,1,0,1,"1,710","1,116",1989,1,A5,570000.00,4/27/2022,40.6699493,-73.8820716
11938,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4051,152,,A5,542 ESSEX STREET,,11208,1,0,1,"1,728","1,116",1989,1,A5,560000.00,2/10/2022,40.6705082,-73.8811082
11939,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4051,155,,A5,548 ESSEX STREET,,11208,1,0,1,"1,727","1,116",1989,1,A5,620000.00,6/9/2022,40.670349,-73.8810688
11940,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4052,145,,A5,1031 BLAKE AVENUE,,11208,1,0,1,"1,619","1,116",1989,1,A5,0.00,11/9/2022,40.6702027,-73.8803373
11942,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4053,142,,A5,326 BERRIMAN STREET,,11208,1,0,1,"1,799","1,116",1988,1,A5,629000.00,8/22/2022,40.6704596,-73.8792265
11943,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4058,61,,A5,568 HENDRIX STREET,,11207,1,0,1,"1,799","1,134",1990,1,A5,0.00,10/26/2022,40.6677982,-73.8884017
11944,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4060,128,,A5,576 BARBEY STREET,,11207,1,0,1,"1,800","1,116",1989,1,A5,0.00,2/11/2022,40.6683647,-73.8866777
11946,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4064,127,,A5,946 BLAKE AVENUE,,11207,1,0,1,"1,475","1,146",1992,1,A5,0.00,1/24/2023,40.6692947,-73.8835291
11947,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4064,136,,A5,634 CLEVELAND STREET,,11208,1,0,1,"1,608","1,106",1988,1,A5,2000.00,8/13/2022,40.6689129,-73.8832667
11948,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4066,114,,A5,982 BLAKE AVENUE,,11208,1,0,1,"1,800","1,116",1989,1,A5,538000.00,5/2/2022,40.6694827,-73.8820833
11949,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4068,35,,A5,1044 BLAKE AVENUE,,11208,1,0,1,"3,000","1,116",1989,1,A5,665000.00,2/10/2022,40.6698015,-73.8798946
11950,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4076,141,,A5,634 BARBEY STREET,,11207,1,0,1,"1,799","1,116",1992,1,A5,480000.00,1/13/2023,40.666819,-73.8862874
11951,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4082,8,,A5,633 ELTON STREET,,11208,1,0,1,"1,800","1,200",1988,1,A5,477000.00,5/12/2022,40.6674098,-73.8815282
11952,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4082,25,,A5,1004 DUMONT AVENUE,,11208,1,0,1,"1,869","1,116",1989,1,A5,0.00,6/16/2022,40.6679971,-73.8814695
11953,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4084,1,,A9,651 ESSEX STREET,,11208,1,0,1,"4,399","1,840",1986,1,A9,269324.00,1/10/2023,40.6677594,-73.8798983
11954,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4153,71,,A9,346 LOGAN STREET,,11208,1,0,1,"5,000","1,188",1910,1,A9,730000.00,5/11/2022,40.677808,-73.8772375
11955,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4154,19,,A9,303 LOGAN STREET,,11208,1,0,1,"4,000","1,900",1910,1,A9,755000.00,5/12/2022,40.6788479,-73.8769183
11956,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4158,127,,A9,344 EUCLID AVENUE,,11208,1,0,1,"1,817","1,176",1910,1,A9,523000.00,5/27/2022,40.6795386,-73.873474
11957,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4163,41,,A9,81 WELDON STREET,,11208,1,0,1,"3,749","1,507",1910,1,A9,770000.00,11/8/2022,40.6802892,-73.8721313
11958,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4165,22,,A9,98 MC KINLEY AVENUE,,11208,1,0,1,"1,666","1,184",1920,1,A9,0.00,9/21/2022,40.6792075,-73.8719171
11959,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4166,1,,A5,12 HILL STREET,,11208,1,0,1,"2,152","1,616",2004,1,A5,0.00,2/4/2022,40.6784368,-73.8724702
11960,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4166,13,,A9,30 HILL STREET,,11208,1,0,1,"1,874","1,368",1910,1,A9,650000.00,9/19/2022,40.6785158,-73.8718643
11961,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4174,62,,A5,374 GRANT AVENUE,,11208,1,0,1,"2,002","1,456",1910,1,A5,600000.00,1/9/2023,40.6815626,-73.867157
11964,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4202,31,,A1,194 SHERIDAN AVENUE,,11208,1,0,1,"2,000","2,160",1901,1,A1,0.00,6/8/2022,40.6778598,-73.8670886
11965,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4202,31,,A1,194 SHERIDAN AVENUE,,11208,1,0,1,"2,000","2,160",1901,1,A1,420000.00,4/28/2022,40.6778598,-73.8670886
11967,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4206,15,,S1,181 FORBELL STREET,,11208,1,1,2,"2,009","1,760",1920,1,S1,800000.00,6/17/2022,40.678652,-73.8638387
11968,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4212,33,,A5,66 DOSCHER STREET,,11208,1,0,1,"1,587","1,440",1899,1,A5,575000.00,12/6/2022,40.6757695,-73.8730269
11969,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4215,7,,A1,395 PINE STREET,,11208,1,0,1,"2,500","1,798",1901,1,A1,700000.00,2/22/2022,40.676058,-73.8708308
11970,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4215,24,,A5,464 CRESCENT STREET,,11208,1,0,1,"1,600","1,360",1920,1,A5,640000.00,5/31/2022,40.6766341,-73.8705701
11971,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4224,7,,A5,575 ELDERT LANE,,11208,1,0,1,"1,809","1,022",1920,1,A5,695000.00,7/19/2022,40.6768822,-73.8643398
11972,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4226,11,,A5,555 DREW STREET,,11208,1,0,1,"2,009","1,412",1910,1,A5,700000.00,7/20/2022,40.6772479,-73.8625328
11973,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4226,13,,A5,549 DREW STREET,,11208,1,0,1,"2,009","1,524",1910,1,A5,0.00,11/8/2022,40.6773577,-73.8625615
11974,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4227,34,,A9,492 LOGAN STREET,,11208,1,0,1,"2,000","1,564",1930,1,A9,645000.00,10/28/2022,40.6740357,-73.8762999
11976,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4231,17,,S1,2686 PITKIN AVENUE,,11208,1,1,2,"2,000","1,800",1930,1,S1,0.00,10/7/2022,40.6750145,-73.8728661
11977,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4232,14,,A9,93 DOSCHER STREET,,11208,1,0,1,"1,587","2,160",1910,1,A9,451000.00,3/29/2022,40.6748657,-73.8723328
11978,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4238,8,,A5,573 LINCOLN AVENUE,,11208,1,0,1,"1,800","1,152",1960,1,A5,1000.00,4/7/2022,40.6753014,-73.8668197
11980,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4285,24,,A5,695 AUTUMN AVENUE,,11208,1,0,1,"1,800","1,188",1960,1,A5,0.00,4/26/2022,40.671618,-73.866874
11981,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4294,123,,A5,649 WILLIAMS AVENUE,,11207,1,0,1,"2,880","1,300",2000,1,A5,675000.00,3/30/2022,40.6596809,-73.8962114
11982,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4294,138,,A5,70 MALTA STREET,,11207,1,0,1,"2,632","1,350",2000,1,A5,569999.00,8/4/2022,40.6588486,-73.8954918
11983,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4296,114,,A5,675 ALABAMA AVENUE,,11207,1,0,1,"1,799","1,172",2000,1,A5,128000.00,10/7/2022,40.6596573,-73.8943516
11984,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4300,19,,A5,716 VERMONT STREET,,11207,1,0,1,"1,583",854,1930,1,A5,0.00,3/23/2022,40.6616937,-73.8911332
11986,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4301,86,,A5,709 VERMONT STREET,,11207,1,0,1,"1,600","1,254",1920,1,A5,529000.00,5/11/2022,40.6620254,-73.890729
11987,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4301,89,,A5,703 VERMONT STREET,,11207,1,0,1,"1,600","1,332",1920,1,A5,660000.00,6/28/2022,40.6621408,-73.8908153
11988,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4305,135,,A5,756 HENDRIX STREET,,11207,1,0,1,"1,720","2,607",2013,1,A5,860000.00,3/11/2022,40.6628283,-73.8865646
11989,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4309,45,,A1,745 BARBEY STREET,,11207,1,0,1,"2,000","1,300",1925,1,A1,625000.00,7/28/2022,40.6640753,-73.8846989
11990,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4311,34,,A9,708 ASHFORD STREET,,11207,1,0,1,"2,000",576,1925,1,A9,200000.00,7/28/2022,40.6645782,-73.8825065
11991,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4312,38,,A2,806 CLEVELAND STREET,,11208,1,0,1,"2,000",864,1925,1,A2,575000.00,10/7/2022,40.6647391,-73.8815402
11992,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4318,113,,A5,1807 LINDEN BOULEVARD,,11207,1,0,1,"1,709","1,330",2001,1,A5,0.00,1/17/2023,40.6580992,-73.895356
11993,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4321,41,,A5,767 GEORGIA AVENUE,,11207,1,0,1,"2,000","1,595",1920,1,A5,289750.00,5/12/2022,40.6582335,-73.8922166
11994,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4333,32,,A5,2195 LINDEN BOULEVARD,,11207,1,0,1,"1,168","1,216",1960,1,A5,477000.00,6/15/2022,40.6626071,-73.8821603
11996,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4381,151,,A5,895 ASHFORD STREET,,11207,1,0,1,"1,800","1,224",1960,1,A5,525000.00,4/29/2022,40.6605505,-73.8788696
11997,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4399,34,,A5,955 SCHENCK AVENUE,,11207,1,0,1,"1,709","1,260",1960,1,A5,0.00,10/25/2022,40.6572889,-73.8807136
11998,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4419,15,,A5,1030 HENDRIX STREET,,11207,1,0,1,"1,440","1,088",1960,1,A5,400000.00,4/11/2022,40.6561233,-73.8815915
11999,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4419,15,,A5,1030 HENDRIX STREET,,11207,1,0,1,"1,440","1,088",1960,1,A5,570000.00,11/23/2022,40.6561233,-73.8815915
12000,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4419,23,,A5,1046 HENDRIX STREET,,11207,1,0,1,"1,440","1,088",1960,1,A5,0.00,2/16/2022,40.6558184,-73.8813614
12001,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4419,31,,A5,1062 HENDRIX STREET,,11207,1,0,1,"1,440","1,088",1960,1,A5,560000.00,4/29/2022,40.6555107,-73.8811349
12002,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4420,27,,A5,1010 SCHENCK AVENUE,,11207,1,0,1,"1,643","1,088",1960,1,A5,560000.00,11/21/2022,40.6558091,-73.8803162
12003,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4420,52,,A5,1035 HENDRIX STREET,,11207,1,0,1,"1,519","1,088",1960,1,A5,560000.00,8/25/2022,40.6562106,-73.8810291
12004,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4456,69,,A9,411 MONTAUK AVENUE,,11208,1,0,1,"2,000",600,1899,1,A9,0.00,4/28/2022,40.6681998,-73.8759142
12005,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4473,22,,A1,238 AMBER STREET,,11208,1,0,1,"2,000","1,800",1901,1,A1,0.00,3/2/2022,40.6705541,-73.8585885
12008,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4547,40,,A2,693 COZINE AVENUE,,11208,1,0,1,"3,600",848,1920,1,A2,0.00,9/21/2022,40.6623523,-73.867534
12009,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4547,56,,A2,887 PINE STREET,,11208,1,0,1,"2,000",450,1920,1,A2,435000.00,4/19/2022,40.6633242,-73.8676655
12011,3,EAST NEW YORK,01 ONE FAMILY DWELLINGS,1,4565,64,,A9,805 FOUNTAIN AVENUE,,11208,1,0,1,"3,839",766,1930,1,A9,530000.00,7/21/2022,40.6607242,-73.8670975
12012,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3688,29,,B1,196 VERMONT STREET,,11207,2,0,2,"1,667","2,532",1910,1,B1,650000.00,3/10/2022,40.6750863,-73.8949797
12014,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3703,34,,B2,180 PENNSYLVANIA AVENUE,,11207,2,0,2,"2,499","2,360",1901,1,B2,910000.00,10/25/2022,40.6733558,-73.8965974
12015,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3705,7,,B2,239 NEW JERSEY AVENUE,,11207,2,0,2,"2,082","1,440",1901,1,B2,585000.00,10/25/2022,40.6738045,-73.8950358
12016,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3706,28,,B2,190 WYONA STREET,,11207,2,0,2,"1,874","1,304",1905,1,B2,905000.00,7/20/2022,40.6743194,-73.8938273
12017,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3722,21,,B1,278 VERMONT STREET,,11207,2,0,2,"3,200","3,232",2001,1,B1,0.00,10/19/2022,40.6728927,-73.8944207
12018,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3723,13,,B1,259 VERMONT STREET,,11207,2,0,2,"2,756","2,520",2007,1,B1,0.00,2/14/2022,40.6733726,-73.8939658
12019,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3741,28,,B1,290 BRADFORD STREET,,11207,2,0,2,"2,032","2,000",1901,1,B1,0.00,10/28/2022,40.6720014,-73.8923024
12020,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3742,2,,B1,315 BRADFORD STREET,,11207,2,0,2,"2,000","2,000",1930,1,B1,0.00,1/19/2023,40.6713859,-73.89155
12021,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3742,5,,B1,309 BRADFORD STREET,,11207,2,0,2,"2,050","2,000",1930,1,B1,0.00,10/7/2022,40.6715478,-73.891593
12022,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3742,16,,S2,2178 PITKIN AVENUE,,11207,2,1,3,"2,500","4,776",1935,1,S2,2700000.00,5/10/2022,40.6722289,-73.8919164
12023,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3742,30,,B1,358 MILLER AVENUE,,11207,2,0,2,"2,000","3,780",2004,1,B1,0.00,6/8/2022,40.672028,-73.8913507
12025,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3757,40,,B1,348 WYONA STREET,,11207,2,0,2,"2,000","2,000",1910,1,B1,0.00,10/7/2022,40.6700283,-73.892749
12027,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3758,15,,B3,335 WYONA STREET,,11207,2,0,2,"1,800","2,910",1930,1,B3,0.00,3/18/2022,40.6706373,-73.8923227
12029,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3776,4,,B1,421 BRADFORD STREET,,11207,2,0,2,"2,000","1,896",1930,1,B1,0.00,5/26/2022,40.6687146,-73.8908731
12030,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3776,4,,B1,421 BRADFORD STREET,,11207,2,0,2,"2,000","1,896",1930,1,B1,835000.00,12/28/2022,40.6687146,-73.8908731
12031,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3789,103,,B1,443 PENNSYLVANIA AVENUE,,11207,2,0,2,"1,975","1,620",2003,1,B1,530000.00,6/3/2022,40.6666151,-73.8941639
12032,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3791,9,,B1,499 VERMONT STREET,,11207,2,0,2,"2,000","2,000",1910,1,B1,0.00,9/21/2022,40.6671734,-73.8923823
12034,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3807,6,,B1,573 NEW JERSEY AVENUE,,11207,2,0,2,"2,392","2,000",1910,1,B1,345000.00,9/7/2022,40.6652827,-73.8928576
12035,3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,3807,19,,B1,537 NEW JERSEY AVENUE,,11207,2,0,2,"2,000","2,000",1901,1,B1,550000.00,12/13/2022,40.6660926,-73.8930654
